,sqfeet,beds,baths,income,density,rental,sale,TBE
0,1673.153490394167,1,1,19856.068139903393,17543.6228323377,3794.404,354974.945,93.55222717454441
1,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
2,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
3,557.4321673061964,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
4,557.4321673061964,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
5,557.4321673061964,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
6,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
7,557.4321673061964,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
8,576.4483307145175,2,1,30829.878980956913,6424.022167062628,828.5729448621554,45210.0,54.563693251559535
9,557.4321673061964,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
10,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
11,557.5485172916842,2,1,30829.878980956913,6418.308271668076,868.639,45535.0,52.42108632009385
12,577.0919512973002,2,1,30829.878980956913,6479.176594691937,831.1329448621553,45210.0,54.3956298200863
13,577.2083012827878,2,1,30829.878980956913,6479.176594691937,831.1329448621553,45210.0,54.3956298200863
14,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
15,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
16,577.2083012827878,2,1,30829.878980956913,6479.176594691937,831.1329448621553,45210.0,54.3956298200863
17,558.1921378744668,2,1,30829.878980956913,6480.706087586333,869.679,45535.0,52.35839890350348
18,558.2224216129825,2,1,30829.878980956913,6480.706087586333,869.679,45535.0,52.35839890350348
19,557.5485172916842,1,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
20,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
21,558.1921378744668,2,1,30829.878980956913,6480.706087586333,869.679,45535.0,52.35839890350348
22,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
23,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
24,557.5485172916842,1,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
25,557.5560401375523,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
26,557.5485172916842,2,1,30829.878980956913,6486.083440890609,869.679,45535.0,52.35839890350348
27,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
28,557.5485172916842,1,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
29,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
30,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
31,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
32,557.5485172916842,1,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
33,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
34,557.5485172916842,1,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
35,557.5485172916842,1,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
36,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
37,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
38,557.5485172916842,1,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
39,557.5485172916842,1,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
40,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
41,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
42,557.5485172916842,2,1,30829.878980956913,6424.916313809396,868.739,45535.0,52.415052161811545
43,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
44,557.5485172916842,1,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
45,557.5485172916842,2,1,30829.878980956913,6424.916313809396,868.739,45535.0,52.415052161811545
46,596.1593694235789,2,1,30829.878980956913,6533.028254368203,861.7358210180624,45185.0,52.43486332808823
47,596.1593694235789,2,1,30829.878980956913,6425.551659957024,862.2954761904762,45185.0,52.400831556744585
48,557.5485172916842,2,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
49,557.5485172916842,1,1,30829.878980956913,6425.551659957024,868.739,45535.0,52.415052161811545
50,596.1593694235789,2,1,30829.878980956913,6425.551659957024,862.2954761904762,45185.0,52.400831556744585
51,596.1593694235789,2,1,30829.878980956913,6425.551659957024,862.2954761904762,45185.0,52.400831556744585
52,596.1593694235789,2,1,30829.878980956913,6533.028254368203,861.7358210180624,45185.0,52.43486332808823
53,571.4720022100807,1,1,13920.837125200384,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
54,571.472071294939,1,1,13920.837125200384,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
55,566.5148950035596,2,1,30829.878980956913,6418.308271668076,855.743,45535.0,53.21106921120009
56,566.5148950035596,2,1,30829.878980956913,6418.308271668076,855.743,45535.0,53.21106921120009
57,571.4132488642792,1,1,12004.735040404245,19775.919238917886,1687.199142857143,49300.0,29.220024327723525
58,566.5148950035596,2,1,30829.878980956913,6418.308271668076,855.743,45535.0,53.21106921120009
59,571.299222558255,1,1,14210.164033156325,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
60,571.4132488642792,1,1,12108.918046408182,19775.919238917886,1687.199142857143,49300.0,29.220024327723525
61,571.472071294939,1,1,13920.837125200384,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
62,571.472071294939,1,1,13856.74478553932,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
63,571.4127427144718,1,1,12108.918046408182,19775.919238917886,1687.199142857143,49300.0,29.220024327723525
64,571.472071294939,1,1,12626.47067359472,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
65,571.4715651451318,1,1,13920.837125200384,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
66,571.472071294939,1,1,12128.202950527995,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
67,571.472071294939,1,1,13856.74478553932,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
68,571.472071294939,1,1,12626.47067359472,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
69,571.472071294939,1,1,12107.547966070186,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
70,571.472071294939,1,1,12128.202950527995,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
71,571.472071294939,1,1,13962.78105193648,19284.577313638416,1689.5633650793652,49300.0,29.17913646741754
72,571.472071294939,1,1,13796.393209989845,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
73,571.472071294939,1,1,13935.452363252392,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
74,571.472071294939,1,1,13920.837125200384,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
75,571.472071294939,1,1,13856.74478553932,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
76,571.472071294939,1,1,13935.452363252392,19368.38775639106,1689.5433650793652,49300.0,29.17948187597077
77,571.472071294939,1,1,13942.289075720957,19284.577313638416,1689.5633650793652,49300.0,29.17913646741754
78,571.472071294939,1,1,13942.289075720957,19284.577313638416,1689.5633650793652,49300.0,29.17913646741754
79,571.472071294939,1,1,13856.11132900434,19284.577313638416,1689.5633650793652,49300.0,29.17913646741754
80,571.472071294939,1,1,13942.289075720957,19284.577313638416,1689.5633650793652,49300.0,29.17913646741754
81,571.472071294939,1,1,14295.211961845776,19284.577313638416,1689.5633650793652,49300.0,29.17913646741754
82,571.472071294939,1,1,12867.545325277893,19284.577313638416,1689.5633650793652,49300.0,29.17913646741754
83,571.472071294939,1,1,14295.211961845776,19284.577313638416,1689.5633650793652,49300.0,29.17913646741754
84,571.472071294939,1,1,14295.211961845776,19284.577313638416,1689.5633650793652,49300.0,29.17913646741754
85,571.472071294939,1,1,12867.545325277893,19284.577313638416,1689.5633650793652,49300.0,29.17913646741754
86,571.472071294939,1,1,16793.8570840109,19284.577313638416,1690.943365079365,57482.0,33.994042134759525
87,557.9202242595034,1,1,11375.39992135266,20142.587122599096,1750.399142857143,56396.5,32.219222815628825
88,558.4921339932032,1,1,11375.39992135266,20138.154081937977,1745.019142857143,56396.5,32.318556636382375
89,571.472071294939,1,1,12867.545325277893,19284.577313638416,1716.5852222222222,61125.0,35.60848550290444
90,571.472071294939,1,1,12867.545325277893,19368.38775639106,1715.4552222222223,61125.0,35.63194142766251
91,571.472071294939,1,1,12867.545325277893,19368.38775639106,1715.4552222222223,61125.0,35.63194142766251
92,558.4921339932032,1,1,11375.39992135266,20138.154081937977,1745.019142857143,56396.5,32.318556636382375
93,511.965775214307,1,1,11377.314847570606,20083.38490008594,1938.31,68708.0,35.447374259019455
94,511.965775214307,1,1,11402.440797341857,20083.38490008594,1938.31,68708.0,35.447374259019455
95,511.965775214307,1,1,11402.440797341857,20083.38490008594,1938.31,68708.0,35.447374259019455
96,720.843575059861,1,2,11934.872182766192,20142.807783757584,2106.2249047619052,85746.5,40.71098950835598
97,708.8663577855699,1,2,11934.872182766192,20204.604924862677,2110.822904761905,87032.0,41.23131305978365
98,826.1695683365228,1,2,15366.60169041852,19775.712641023652,2572.937873015873,104144.0,40.47668662824239
99,968.8972459685878,1,2,19563.555449545467,19775.712641023652,2817.2901428571427,136803.0,48.558363911095725
